边,源节点,目标节点,平均分数,标准差,变异系数,稳定性分数,最大成对差异,平均成对差异,方法数量,一致性水平,MLE_分数,Bayesian_分数,EM_分数,SEM_分数
药物_叶酸片->药物_甲钴胺分散片,药物_叶酸片,药物_甲钴胺分散片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞数量->药物_苯磺酸氨氯地平片,检验_中性粒细胞数量,药物_苯磺酸氨氯地平片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_胆囊结石->药物_盐酸二甲双胍片,疾病_胆囊结石,药物_盐酸二甲双胍片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_平均血红蛋白含量->疾病_类风湿性关节炎,检验_平均血红蛋白含量,疾病_类风湿性关节炎,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_平均血红蛋白浓度->药物_复方鲜竹沥液,检验_平均血红蛋白浓度,药物_复方鲜竹沥液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_总蛋白->检验_白蛋白,检验_总蛋白,检验_白蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白蛋白->检验_总蛋白,检验_白蛋白,检验_总蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_单核细胞比率->药物_艾司唑仑片,检验_单核细胞比率,药物_艾司唑仑片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_前白蛋白->检验_总胆红素,检验_前白蛋白,检验_总胆红素,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血红蛋白->检验_胆碱酯酶,检验_血红蛋白,检验_胆碱酯酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_重组人促红素注射液->检验_谷丙转氨酶,药物_重组人促红素注射液,检验_谷丙转氨酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_碱性磷酸酶->检验_尿酸,检验_碱性磷酸酶,检验_尿酸,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_直接胆红素->检验_碱性磷酸酶,检验_直接胆红素,检验_碱性磷酸酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_尿毒症->检验_淋巴细胞数量,疾病_尿毒症,检验_淋巴细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肢体动脉硬化->疾病_颈总动脉斑块,疾病_肢体动脉硬化,疾病_颈总动脉斑块,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_颈总动脉斑块->疾病_肢体动脉硬化,疾病_颈总动脉斑块,疾病_肢体动脉硬化,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_低蛋白血症->检验_C反应蛋白,疾病_低蛋白血症,检验_C反应蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_钠->药物_重组人促红素注射液,检验_钠,药物_重组人促红素注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_重组人促红素注射液->检验_钠,药物_重组人促红素注射液,检验_钠,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞分布宽度CV->检验_镁,检验_红细胞分布宽度CV,检验_镁,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞比率->检验_淋巴细胞比率,检验_中性粒细胞比率,检验_淋巴细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_脂肪肝->疾病_胆囊结石,疾病_脂肪肝,疾病_胆囊结石,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_胆囊结石->疾病_脂肪肝,疾病_胆囊结石,疾病_脂肪肝,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞分布宽度CV->检验_磷,检验_红细胞分布宽度CV,检验_磷,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_氯化钾注射液->检验_平均血红蛋白浓度,药物_氯化钾注射液,检验_平均血红蛋白浓度,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜酸性粒细胞数量->检验_嗜酸性粒细胞比率,检验_嗜酸性粒细胞数量,检验_嗜酸性粒细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞->疾病_白内障,检验_红细胞,疾病_白内障,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_淋巴细胞数量->检验_碳酸氢盐,检验_淋巴细胞数量,检验_碳酸氢盐,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_胆囊结石->检验_钙,疾病_胆囊结石,检验_钙,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_反流性食管炎->药物_琥珀酸亚铁片,疾病_反流性食管炎,药物_琥珀酸亚铁片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_骨化三醇胶丸->药物_酒石酸美托洛尔片,药物_骨化三醇胶丸,药物_酒石酸美托洛尔片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_单核细胞比率->检验_白细胞,检验_单核细胞比率,检验_白细胞,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸氨溴索注射液->药物_肝素钠注射液,药物_盐酸氨溴索注射液,药物_肝素钠注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞分布宽度CV->检验_谷草/谷丙,检验_红细胞分布宽度CV,检验_谷草/谷丙,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->检验_钙,检验_白球比,检验_钙,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肢体动脉硬化->药物_艾司唑仑片,疾病_肢体动脉硬化,药物_艾司唑仑片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_总蛋白->检验_球蛋白,检验_总蛋白,检验_球蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_球蛋白->检验_总蛋白,检验_球蛋白,检验_总蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_非毒性多个甲状腺结节->疾病_脂肪肝,疾病_非毒性多个甲状腺结节,疾病_脂肪肝,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_钠->检验_淋巴细胞比率,检验_钠,检验_淋巴细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_直接胆红素->药物_盐酸羟考酮缓释片,检验_直接胆红素,药物_盐酸羟考酮缓释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞数量->药物_复方鲜竹沥液,检验_中性粒细胞数量,药物_复方鲜竹沥液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞数量->检验_镁,检验_中性粒细胞数量,检验_镁,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_反流性食管炎->疾病_糖尿病性周围神经病,疾病_反流性食管炎,疾病_糖尿病性周围神经病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_氯化钾注射液->药物_盐酸氨溴索注射液,药物_氯化钾注射液,药物_盐酸氨溴索注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_C反应蛋白->药物_复方鲜竹沥液,检验_C反应蛋白,药物_复方鲜竹沥液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_冠状动脉粥样硬化性心脏病->药物_盐酸曲美他嗪片,疾病_冠状动脉粥样硬化性心脏病,药物_盐酸曲美他嗪片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_重组人促红素注射液->疾病_尿毒症,药物_重组人促红素注射液,疾病_尿毒症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_螺内酯片->药物_酒石酸美托洛尔片,药物_螺内酯片,药物_酒石酸美托洛尔片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞数量->检验_白细胞,检验_中性粒细胞数量,检验_白细胞,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_淋巴细胞数量->检验_淋巴细胞比率,检验_淋巴细胞数量,检验_淋巴细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_厄贝沙坦氢氯噻嗪片->疾病_低钾血症,药物_厄贝沙坦氢氯噻嗪片,疾病_低钾血症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_血糖控制不佳->药物_精蛋白生物合成人胰岛素注射液,疾病_血糖控制不佳,药物_精蛋白生物合成人胰岛素注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_直接胆红素->检验_总胆红素,检验_直接胆红素,检验_总胆红素,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_慢性胃炎->疾病_结肠息肉,疾病_慢性胃炎,疾病_结肠息肉,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_富马酸比索洛尔片->药物_甲钴胺片,药物_富马酸比索洛尔片,药物_甲钴胺片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肺恶性肿瘤->检验_单核细胞数量,疾病_肺恶性肿瘤,检验_单核细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_碳酸钙片->疾病_糖尿病性视网膜病变,药物_碳酸钙片,疾病_糖尿病性视网膜病变,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_低钾血症->检验_钾,疾病_低钾血症,检验_钾,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_富马酸比索洛尔片->疾病_心律失常,药物_富马酸比索洛尔片,疾病_心律失常,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_心律失常->疾病_慢性支气管炎,疾病_心律失常,疾病_慢性支气管炎,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_富马酸比索洛尔片->药物_硝苯地平缓释片,药物_富马酸比索洛尔片,药物_硝苯地平缓释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_低钾血症->疾病_心功能,疾病_低钾血症,疾病_心功能,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病性视网膜病变->药物_厄贝沙坦片,疾病_糖尿病性视网膜病变,药物_厄贝沙坦片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_碱性磷酸酶->检验_转肽酶,检验_碱性磷酸酶,检验_转肽酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血红蛋白->检验_红细胞分布宽度CV,检验_血红蛋白,检验_红细胞分布宽度CV,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高脂血症->疾病_腔隙性脑梗死,疾病_高脂血症,疾病_腔隙性脑梗死,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->检验_前白蛋白,检验_白球比,检验_前白蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高脂血症->药物_匹伐他汀钙片,疾病_高脂血症,药物_匹伐他汀钙片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病->药物_盐酸二甲双胍片,疾病_糖尿病,药物_盐酸二甲双胍片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病->药物_甲钴胺分散片,疾病_糖尿病,药物_甲钴胺分散片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高血压->药物_厄贝沙坦氢氯噻嗪片,疾病_高血压,药物_厄贝沙坦氢氯噻嗪片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高血压->疾病_肝功能异常,疾病_高血压,疾病_肝功能异常,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_不稳定性心绞痛->疾病_心功能,疾病_不稳定性心绞痛,疾病_心功能,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高血压->药物_富马酸比索洛尔片,疾病_高血压,药物_富马酸比索洛尔片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高尿酸血症->药物_碳酸氢钠片,疾病_高尿酸血症,药物_碳酸氢钠片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病性周围神经病->疾病_糖尿病性视网膜病变,疾病_糖尿病性周围神经病,疾病_糖尿病性视网膜病变,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_颈椎病->疾病_腰椎间盘突出,疾病_颈椎病,疾病_腰椎间盘突出,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病性周围神经病->疾病_糖尿病性周围血管病,疾病_糖尿病性周围神经病,疾病_糖尿病性周围血管病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_维生素C注射液->药物_维生素B6注射液,药物_维生素C注射液,药物_维生素B6注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肾性贫血->药物_碳酸氢钠片,疾病_肾性贫血,药物_碳酸氢钠片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸羟考酮缓释片->药物_盐酸布桂嗪注射液,药物_盐酸羟考酮缓释片,药物_盐酸布桂嗪注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_糖尿病->疾病_糖尿病性周围神经病,疾病_糖尿病,疾病_糖尿病性周围神经病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高血压->药物_硝苯地平控释片,疾病_高血压,药物_硝苯地平控释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
