源节点,目标节点
药物_重组人促红素注射液,药物_琥珀酸亚铁片
药物_重组人促红素注射液,药物_卡维地洛片
药物_重组人促红素注射液,药物_苯磺酸左旋氨氯地平片
检验_磷,检验_钾
检验_磷,检验_镁
检验_磷,检验_碳酸氢盐
药物_甲钴胺注射液,药物_碳酸司维拉姆片
检验_葡萄糖,疾病_糖尿病
检验_葡萄糖,检验_糖化血红蛋白(LPHC)
检验_谷草转氨酶,检验_谷丙转氨酶
药物_厄贝沙坦片,药物_生物合成人胰岛素注射液
疾病_高脂血症,药物_阿托伐他汀钙片
疾病_高脂血症,疾病_动脉硬化
疾病_高脂血症,疾病_脂肪肝
疾病_高脂血症,药物_匹伐他汀钙片
疾病_高脂血症,检验_总补体
疾病_高脂血症,药物_瑞舒伐他汀钙片
疾病_高脂血症,疾病_动脉粥样硬化
疾病_高脂血症,疾病_腔隙性脑梗死
疾病_高脂血症,药物_血脂康胶囊
疾病_高脂血症,药物_普伐他汀钠片
疾病_高脂血症,疾病_胃食管反流
疾病_高脂血症,药物_辛伐他汀片
疾病_高脂血症,药物_厄贝沙坦氢氯噻嗪片
疾病_高脂血症,药物_福辛普利钠片
检验_总胆固醇,检验_低密度脂蛋白
检验_总胆固醇,检验_甘油三脂
检验_白细胞_2,检验_白细胞（高倍视野）
检验_白细胞_2,检验_上皮细胞
检验_白细胞_2,检验_红细胞（高倍视野）
检验_白细胞_2,疾病_子宫术后
疾病_后天性肾囊肿,疾病_肝囊肿
检验_PSA的比值,疾病_前列腺增生
检验_甘胆酸,检验_总胆汁酸
检验_碱性磷酸酶,检验_转肽酶
检验_钠离子,检验_标准碳酸氢盐_1
药物_葡萄糖氯化钠注射液,药物_维生素C注射液
药物_葡萄糖注射液,药物_葡萄糖酸钙注射液
药物_二羟丙茶碱注射液,药物_多索茶碱注射液
药物_二羟丙茶碱注射液,药物_开塞露
药物_痰热清注射液,药物_盐酸莫西沙星氯化钠注射液
药物_痰热清注射液,药物_替米沙坦片
检验_癌抗原19-9,检验_癌抗原242
疾病_肺恶性肿瘤,药物_威麦宁胶囊
疾病_肺恶性肿瘤,疾病_阻塞性肺炎
疾病_肺恶性肿瘤,药物_磷酸可待因片
疾病_肺恶性肿瘤,疾病_恶性肿瘤中医治疗
疾病_肺恶性肿瘤,疾病_纵隔淋巴结继发恶性肿瘤
疾病_肺恶性肿瘤,疾病_脑继发恶性肿瘤
疾病_肺恶性肿瘤,疾病_恶性胸腔积液
疾病_恶性肿瘤维持性化学治疗,药物_贞芪扶正
疾病_恶性肿瘤维持性化学治疗,药物_生血宝合剂
疾病_恶性肿瘤维持性化学治疗,药物_生血丸
疾病_恶性肿瘤维持性化学治疗,疾病_肝继发恶性肿瘤
疾病_恶性肿瘤维持性化学治疗,疾病_化疗后骨髓抑制
疾病_恶性肿瘤维持性化学治疗,疾病_肺继发恶性肿瘤
疾病_恶性肿瘤维持性化学治疗,疾病_反流性食管炎
疾病_恶性肿瘤维持性化学治疗,疾病_乳腺恶性肿瘤
疾病_恶性肿瘤维持性化学治疗,药物_卡培他滨片
疾病_恶性肿瘤维持性化学治疗,疾病_淋巴结继发恶性肿瘤
疾病_恶性肿瘤维持性化学治疗,疾病_多部位淋巴结继发恶性肿瘤
疾病_恶性肿瘤维持性化学治疗,疾病_腺癌
检验_乳酸脱氢酶,检验_乳酸脱氢酶1
检验_乳酸脱氢酶,检验_肌酸酶同功酶
检验_红细胞平均体积_1,检验_平均血红蛋白含量_1
检验_尿素,检验_β-羟基丁酸
检验_乙肝核心抗体,检验_乙肝e抗体
检验_乙肝核心抗体,疾病_医疗机构新收治患者及陪护人员
检验_白细胞,检验_中性细胞数量
检验_单核细胞数量,检验_单核细胞比率
检验_单核细胞数量,检验_嗜碱性粒细胞数量
检验_PH值,检验_氢离子浓度
检验_氧饱和度,检验_去氧血红蛋白
疾病_慢性阻塞性肺疾病急性加重,药物_沙美特罗替卡松粉吸入剂
药物_碳酸钙片,药物_骨化三醇胶丸
药物_碳酸钙片,药物_醋酸泼尼松龙片
药物_碳酸钙片,药物_阿法骨化醇软胶囊
药物_琥珀酸亚铁片,药物_叶酸片
药物_琥珀酸亚铁片,疾病_肾性贫血
药物_琥珀酸亚铁片,药物_盐酸贝尼地平片
药物_琥珀酸亚铁片,药物_复方α-酮酸片
疾病_糖尿病,药物_阿卡波糖片
疾病_糖尿病,疾病_糖尿病性周围神经病
疾病_糖尿病,药物_盐酸二甲双胍片
疾病_糖尿病,药物_甘精胰岛素注射液
疾病_糖尿病,药物_门冬胰岛素30注射液
疾病_糖尿病,药物_瑞格列奈片
疾病_糖尿病,药物_格列美脲片
疾病_糖尿病,药物_盐酸二甲双胍肠溶片
疾病_糖尿病,药物_精蛋白生物合成人胰岛素注射液
疾病_糖尿病,检验_比重
检验_糖化血红蛋白(LPHC),检验_补体C3
检验_糖化血红蛋白(LPHC),检验_甲状腺球蛋白自身抗体
检验_糖化血红蛋白(LPHC),药物_马来酸咪达唑仑片
检验_谷丙转氨酶,检验_谷草/谷丙
药物_阿托伐他汀钙片,药物_阿司匹林肠溶片
药物_阿托伐他汀钙片,药物_硫酸氢氯吡格雷片
疾病_动脉硬化,疾病_颈总动脉斑块
疾病_动脉硬化,疾病_非毒性多个甲状腺结节
疾病_脂肪肝,疾病_睡眠呼吸暂停低通气综合征
疾病_脂肪肝,疾病_胆囊结石
疾病_脂肪肝,疾病_胆囊息肉
疾病_脂肪肝,疾病_颈椎间盘突出
疾病_脂肪肝,药物_氯沙坦钾氢氯噻嗪片
药物_匹伐他汀钙片,药物_缬沙坦氨氯地平片
检验_总补体,检验_高敏C反应蛋白
疾病_腔隙性脑梗死,疾病_脑萎缩
检验_甘油三脂,检验_极低密度
检验_白细胞（高倍视野）,疾病_泌尿系感染
检验_白细胞（高倍视野）,检验_细菌计数
检验_上皮细胞,检验_上皮细胞（高倍视野）
检验_上皮细胞,检验_管型
检验_红细胞（高倍视野）,检验_红细胞_1
疾病_子宫术后,疾病_阑尾术后
疾病_前列腺增生,药物_非那雄胺片
疾病_前列腺增生,药物_甲磺酸多沙唑嗪缓释片
疾病_前列腺增生,药物_盐酸特拉唑嗪片
疾病_前列腺增生,检验_游离前列腺特异性抗原测定
检验_转肽酶,疾病_肝功能异常
检验_转肽酶,检验_α-L-岩藻糖苷酶
检验_标准碳酸氢盐_1,检验_二氧化碳总浓度
检验_标准碳酸氢盐_1,药物_枸橼酸舒芬太尼注射液
药物_维生素C注射液,药物_维生素B6注射液
药物_维生素C注射液,药物_复方氨基酸双肽注射液
药物_葡萄糖酸钙注射液,药物_血液滤过置换液
药物_多索茶碱注射液,药物_吸入用复方异丙托溴铵溶液
药物_多索茶碱注射液,药物_灭菌注射用水
药物_开塞露,药物_乳果糖口服溶液
疾病_阻塞性肺炎,疾病_陈旧性肺结核
药物_磷酸可待因片,药物_酒石酸唑吡坦片
药物_贞芪扶正,药物_华蟾素胶囊
药物_贞芪扶正,疾病_恶性肿瘤靶向治疗
药物_贞芪扶正,药物_西黄解毒胶囊
药物_贞芪扶正,药物_感冒清热
疾病_肝继发恶性肿瘤,疾病_胰腺恶性肿瘤
疾病_化疗后骨髓抑制,疾病_白细胞减少
疾病_化疗后骨髓抑制,疾病_肝损害
疾病_肺继发恶性肿瘤,疾病_骨继发恶性肿瘤
疾病_反流性食管炎,药物_泮托拉唑钠肠溶胶囊
疾病_反流性食管炎,药物_雷贝拉唑钠肠溶片
疾病_反流性食管炎,疾病_混合痔
疾病_反流性食管炎,药物_养心达瓦依米西克蜜膏
疾病_反流性食管炎,药物_奥美拉唑肠溶胶囊
疾病_反流性食管炎,药物_枸橼酸莫沙必利片
药物_卡培他滨片,疾病_直肠恶性肿瘤
药物_卡培他滨片,疾病_结肠恶性肿瘤
药物_卡培他滨片,疾病_恶性肿瘤术后化疗
检验_平均血红蛋白含量_1,检验_平均血红蛋白浓度_1
检验_乙肝e抗体,检验_乙肝表面抗原
检验_单核细胞比率,疾病_肝功能不全
检验_嗜碱性粒细胞数量,检验_嗜碱性粒细胞比率
检验_去氧血红蛋白,疾病_呼吸衰竭
检验_去氧血红蛋白,疾病_肺占位性病变
药物_沙美特罗替卡松粉吸入剂,药物_噻托溴铵粉吸入剂
药物_沙美特罗替卡松粉吸入剂,疾病_慢性阻塞性肺疾病
药物_沙美特罗替卡松粉吸入剂,药物_孟鲁司特钠片
药物_沙美特罗替卡松粉吸入剂,药物_羧甲司坦口服溶液
药物_沙美特罗替卡松粉吸入剂,疾病_支气管扩张症
药物_骨化三醇胶丸,疾病_重度骨质疏松
药物_醋酸泼尼松龙片,疾病_肾病综合征
药物_醋酸泼尼松龙片,疾病_系统性红斑狼疮
药物_叶酸片,疾病_高同型半胱氨酸血症
疾病_肾性贫血,疾病_肾性骨病
疾病_肾性贫血,药物_碳酸氢钠片
疾病_肾性贫血,疾病_慢性肾衰竭尿毒症期
疾病_肾性贫血,疾病_慢性肾衰竭
疾病_肾性贫血,疾病_代谢性酸中毒
疾病_肾性贫血,疾病_慢性肾脏病
疾病_肾性贫血,检验_血清肌红蛋白定量（进口试剂）
疾病_肾性贫血,疾病_糖尿病肾病
疾病_肾性贫血,药物_生血宁片
疾病_肾性贫血,疾病_高钾血症
疾病_肾性贫血,检验_酸碱度
疾病_糖尿病性周围神经病,疾病_糖尿病性周围血管病
疾病_糖尿病性周围神经病,疾病_糖尿病性视网膜病变
疾病_糖尿病性周围神经病,药物_甲钴胺分散片
疾病_糖尿病性周围神经病,药物_甲钴胺片
疾病_糖尿病性周围神经病,疾病_非毒性单个甲状腺结节
药物_甘精胰岛素注射液,药物_门冬胰岛素注射液
药物_瑞格列奈片,检验_丙肝((抗-HCV)
检验_补体C3,检验_补体C4
检验_甲状腺球蛋白自身抗体,检验_甲状腺过氧化物酶抗体
药物_阿司匹林肠溶片,疾病_脑梗死
药物_阿司匹林肠溶片,药物_银杏叶片
药物_硫酸氢氯吡格雷片,疾病_冠状动脉粥样硬化性心脏病
药物_硫酸氢氯吡格雷片,疾病_下肢动脉粥样硬化闭塞症
药物_硫酸氢氯吡格雷片,疾病_陈旧性脑梗死
疾病_颈总动脉斑块,疾病_肢体动脉硬化
疾病_颈总动脉斑块,疾病_锁骨下动脉斑块
疾病_颈总动脉斑块,疾病_主动脉硬化
疾病_非毒性多个甲状腺结节,疾病_骨质疏松
疾病_胆囊结石,疾病_胆囊炎
检验_高敏C反应蛋白,检验_血沉
检验_高敏C反应蛋白,检验_类风湿因子
疾病_泌尿系感染,药物_甲磺酸左氧氟沙星片
疾病_泌尿系感染,疾病_膀胱恶性肿瘤
检验_细菌计数,检验_亚硝酸盐
检验_红细胞_1,疾病_肾积水
检验_红细胞_1,检验_甲型肝炎IgM抗体
检验_游离前列腺特异性抗原测定,疾病_前列腺恶性肿瘤
疾病_肝功能异常,药物_水飞蓟宾葡甲胺片
疾病_肝功能异常,药物_葡醛内酯片
检验_二氧化碳总浓度,检验_二氧化碳分压_1
药物_枸橼酸舒芬太尼注射液,药物_咪达唑仑注射液
药物_吸入用复方异丙托溴铵溶液,药物_吸入用布地奈德混悬液
药物_灭菌注射用水,药物_注射用腺苷钴胺
药物_华蟾素胶囊,疾病_慢性疼痛
药物_华蟾素胶囊,疾病_胃恶性肿瘤
疾病_胰腺恶性肿瘤,药物_氯沙坦钾片
疾病_白细胞减少,疾病_血小板减少
药物_雷贝拉唑钠肠溶片,疾病_慢性胃炎
疾病_混合痔,药物_裸花紫珠分散片
疾病_混合痔,药物_致康胶囊
疾病_混合痔,疾病_肛乳头肥大
疾病_混合痔,药物_痛血康胶囊
疾病_混合痔,药物_地奥司明片
疾病_混合痔,药物_阿莫西林克拉维酸钾分散片
疾病_混合痔,疾病_直肠黏膜松弛
疾病_混合痔,疾病_肛裂
疾病_混合痔,疾病_肛瘘
疾病_混合痔,疾病_血栓性外痔
疾病_混合痔,药物_芪蓉润肠口服液
疾病_混合痔,疾病_湿疹
药物_奥美拉唑肠溶胶囊,疾病_胃溃疡
药物_枸橼酸莫沙必利片,药物_四磨汤口服液
疾病_直肠恶性肿瘤,药物_消癌平滴丸
疾病_直肠恶性肿瘤,药物_替吉奥胶囊
疾病_结肠恶性肿瘤,检验_甲胎蛋白
检验_乙肝表面抗原,疾病_慢性乙型病毒性肝炎
检验_乙肝表面抗原,检验_乙肝e抗原
疾病_慢性阻塞性肺疾病,药物_乙酰半胱氨酸胶囊
药物_孟鲁司特钠片,疾病_支气管哮喘
药物_孟鲁司特钠片,疾病_过敏性鼻炎
药物_羧甲司坦口服溶液,药物_盐酸莫西沙星片
药物_羧甲司坦口服溶液,疾病_支气管扩张症合并感染
疾病_重度骨质疏松,疾病_重度骨关节病
疾病_重度骨质疏松,药物_碳酸钙D3片
疾病_重度骨质疏松,药物_醋酸泼尼松片
疾病_高同型半胱氨酸血症,疾病_下肢静脉功能不全
药物_碳酸氢钠片,疾病_高尿酸血症
药物_碳酸氢钠片,疾病_痛风
检验_血清肌红蛋白定量（进口试剂）,检验_全血肌钙蛋白I
检验_血清肌红蛋白定量（进口试剂）,检验_肌酸激酶MB同工酶
检验_血清肌红蛋白定量（进口试剂）,检验_肌酸激酶
疾病_高钾血症,药物_缬沙坦分散片
疾病_糖尿病性周围血管病,疾病_血糖控制不佳
疾病_糖尿病性周围血管病,疾病_多个并发症
疾病_糖尿病性周围血管病,疾病_乳房结节
疾病_糖尿病性周围血管病,疾病_子宫平滑肌瘤
疾病_糖尿病性视网膜病变,疾病_白内障
疾病_糖尿病性视网膜病变,药物_羟苯磺酸钙分散片
疾病_糖尿病性视网膜病变,疾病_糖尿病性肾病
疾病_糖尿病性视网膜病变,疾病_黄斑水肿
检验_甲状腺过氧化物酶抗体,疾病_甲状腺功能减退
检验_甲状腺过氧化物酶抗体,疾病_自身免疫性甲状腺炎
检验_甲状腺过氧化物酶抗体,检验_促甲状腺素受体抗体
疾病_脑梗死,药物_培元通脑胶囊
疾病_脑梗死,药物_丹膝
疾病_脑梗死,药物_便通胶囊
疾病_脑梗死,疾病_大脑中动脉狭窄
疾病_脑梗死,疾病_痉挛性偏瘫
疾病_脑梗死,疾病_动脉狭窄
疾病_冠状动脉粥样硬化性心脏病,疾病_心功能
疾病_冠状动脉粥样硬化性心脏病,疾病_不稳定性心绞痛
疾病_冠状动脉粥样硬化性心脏病,药物_单硝酸异山梨酯片
疾病_冠状动脉粥样硬化性心脏病,疾病_稳定性心绞痛
疾病_冠状动脉粥样硬化性心脏病,疾病_冠状动脉支架植入术后状态
疾病_冠状动脉粥样硬化性心脏病,药物_盐酸曲美他嗪片
疾病_冠状动脉粥样硬化性心脏病,疾病_陈旧性心肌梗死
疾病_冠状动脉粥样硬化性心脏病,疾病_心功能不全
疾病_冠状动脉粥样硬化性心脏病,疾病_心律失常
疾病_冠状动脉粥样硬化性心脏病,药物_单硝酸异山梨酯缓释片
疾病_冠状动脉粥样硬化性心脏病,药物_心元胶囊
疾病_下肢动脉粥样硬化闭塞症,药物_盐酸哌替啶注射液
疾病_肢体动脉硬化,疾病_胫前动脉狭窄
疾病_肢体动脉硬化,疾病_脑动脉粥样硬化
疾病_主动脉硬化,疾病_冠状动脉粥样硬化
检验_类风湿因子,疾病_类风湿性关节炎
检验_类风湿因子,疾病_干燥综合征
疾病_肾积水,疾病_输尿管结石
疾病_肾积水,疾病_肾输尿管结石
疾病_肾积水,疾病_肾结石
检验_二氧化碳分压_1,检验_红细胞压积_1
疾病_慢性胃炎,疾病_幽门螺旋杆菌感染
疾病_慢性胃炎,疾病_胃息肉
疾病_慢性胃炎,疾病_结肠息肉
药物_裸花紫珠分散片,疾病_肛周脓肿
药物_致康胶囊,药物_头孢地尼分散片
药物_替吉奥胶囊,药物_利可君片
药物_乙酰半胱氨酸胶囊,药物_茶碱缓释片
疾病_重度骨关节病,药物_风湿祛痛胶囊
疾病_重度骨关节病,疾病_腰椎间盘突出
疾病_高尿酸血症,药物_苯溴马隆片
检验_全血肌钙蛋白I,疾病_急性非ST段抬高型心肌梗死
检验_全血肌钙蛋白I,检验_血氧饱和度
疾病_血糖控制不佳,疾病_肺结节病
疾病_血糖控制不佳,疾病_结膜炎
疾病_乳房结节,疾病_乳腺增生
疾病_子宫平滑肌瘤,疾病_子宫内膜息肉
疾病_白内障,药物_妥布霉素地塞米松滴眼液
疾病_白内障,疾病_干眼症
疾病_白内障,疾病_黄斑变性
疾病_白内障,疾病_青光眼
疾病_糖尿病性肾病,药物_黄葵胶囊
疾病_甲状腺功能减退,药物_左甲状腺素钠片
药物_便通胶囊,疾病_便秘
疾病_大脑中动脉狭窄,疾病_颈内动脉狭窄
疾病_痉挛性偏瘫,疾病_脑梗死后遗症
药物_单硝酸异山梨酯片,药物_螺内酯片
药物_单硝酸异山梨酯片,药物_酒石酸美托洛尔片
疾病_心律失常,疾病_房性期前收缩
疾病_心律失常,疾病_心房颤动
疾病_心律失常,疾病_阵发性心房颤动
疾病_心律失常,疾病_窦性心动过速
疾病_心律失常,药物_稳心
疾病_心律失常,疾病_窦性心动过缓
药物_单硝酸异山梨酯缓释片,药物_非洛地平缓释片
疾病_胫前动脉狭窄,疾病_胫前动脉闭塞
疾病_类风湿性关节炎,药物_来氟米特片
疾病_类风湿性关节炎,药物_雷公藤多苷片
疾病_类风湿性关节炎,疾病_肺间质纤维化
疾病_幽门螺旋杆菌感染,药物_胶体果胶铋胶囊
疾病_胃息肉,疾病_慢性浅表性胃炎
疾病_胃息肉,疾病_上呼吸道感染
疾病_结肠息肉,疾病_慢性萎缩性胃炎
药物_头孢地尼分散片,疾病_包皮过长
药物_风湿祛痛胶囊,疾病_膝骨关节病
药物_风湿祛痛胶囊,药物_洛索洛芬钠片
药物_风湿祛痛胶囊,药物_金天格胶囊
疾病_腰椎间盘突出,疾病_腰椎管狭窄
疾病_腰椎间盘突出,疾病_颈椎病
疾病_腰椎间盘突出,疾病_腰椎退行性病变
疾病_腰椎间盘突出,疾病_脊柱骨关节病
疾病_腰椎间盘突出,疾病_骨关节病
疾病_子宫内膜息肉,药物_米索前列醇片
药物_妥布霉素地塞米松滴眼液,药物_重组人表皮生长因子滴眼液
药物_妥布霉素地塞米松滴眼液,疾病_老年性白内障
药物_妥布霉素地塞米松滴眼液,药物_地西泮注射液
药物_妥布霉素地塞米松滴眼液,疾病_高血压性视网膜病
药物_左甲状腺素钠片,疾病_甲状腺术后
疾病_脑梗死后遗症,疾病_胆囊术后
药物_螺内酯片,药物_呋塞米片
药物_螺内酯片,药物_枸橼酸钾
药物_螺内酯片,药物_地高辛片
药物_螺内酯片,药物_托拉塞米片
药物_螺内酯片,疾病_慢性心力衰竭
药物_螺内酯片,药物_氯化钾缓释片
疾病_房性期前收缩,疾病_室性期前收缩
药物_非洛地平缓释片,药物_富马酸比索洛尔片
药物_非洛地平缓释片,药物_依降钙素注射液
药物_非洛地平缓释片,疾病_间质性肺病
